sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,cost_price,product_name,category,revenue,cost,profit,margin_pct
3709,INV-202311-00204,2023-11-01,2613.0,1198,1,291.72,291.72,pood,Tallinn,kaart,186.77,Õhuline sünteetiline kõrge kontsaga kingad,jalanõusid,291.72,186.77,104.95,35.98
3710,INV-202311-00205,2023-11-27,,1068,1,122.45,122.45,online,,sularaha,77.2,Moodne satiinne bleiser,naiste_riided,122.45,77.2,45.25,36.95
3711,INV-202311-00206,2023-11-27,,1274,1,234.79,234.79,online,,sularaha,156.71,Soe teksane chino püksid,meeste_riided,234.79,156.71,78.08,33.26
3712,INV-202311-00207,2023-11-05,4401.0,1252,1,77.78,77.78,pood,Tallinn,järelmaks,54.53,Mugav villane body,laste_riided,77.78,54.53,23.25,29.89
3714,INV-202311-00209,2023-11-01,,1027,1,346.7,346.7,pood,Tartu,järelmaks,346.7,Praktiline viskoosne jakk,naiste_riided,346.7,346.7,0.0,0.0
3715,INV-202311-00210,2023-11-10,3752.0,1176,2,245.59,491.18,pood,Pärnu,järelmaks,159.4,Boheemlaslik merino villane kapuutsiga pusa,naiste_riided,491.18,318.8,172.38,35.1
3716,INV-202311-00211,2023-11-26,3107.0,1029,1,184.15,184.15,online,,järelmaks,117.97,Stiilne villane sõrmkindad,aksessuaarid,184.15,117.97,66.18,35.94
3717,INV-202311-00212,2023-11-08,4677.0,1225,1,116.87,116.87,online,,järelmaks,75.66,Moodne kangast derbyd,jalanõusid,116.87,75.66,41.21,35.26
3718,INV-202311-00213,2023-11-18,2154.0,1086,4,149.47,597.88,pood,Pärnu,kaart,93.74,Praktiline nahkne sõrmus,aksessuaarid,597.88,374.96,222.92,37.29
3719,INV-202311-00214,2023-11-19,4919.0,1203,2,17.97,35.94,pood,Tallinn,sularaha,12.54,Luksuslik nahkne käekott,aksessuaarid,35.94,25.08,10.86,30.22
3720,INV-202311-00215,2023-11-11,2381.0,1338,2,282.29,564.58,pood,Tartu,sularaha,195.5,Sportlik kangast tennised,jalanõusid,564.58,391.0,173.58,30.74
3721,INV-202311-00216,2023-11-11,2476.0,1077,1,62.56,62.56,online,,järelmaks,36.98,Boheemlaslik kangast reisikott,aksessuaarid,62.56,36.98,25.58,40.89
3722,INV-202311-00217,2023-11-18,3605.0,1309,1,211.35,211.35,pood,Tartu,sularaha,129.14,Moodne viskoosne plisseeseelik,naiste_riided,211.35,129.14,82.21,38.9
3723,INV-202311-00218,2023-11-26,4088.0,1030,4,112.68,450.72,pood,Tallinn,järelmaks,68.58,Minimalistlik softshell cargo püksid,laste_riided,450.72,274.32,176.4,39.14
3724,INV-202311-00219,2023-11-17,2327.0,1088,2,100.57,201.14,pood,Tartu,järelmaks,61.34,Soe softshell sukkpüksid,laste_riided,201.14,122.68,78.46,39.01
3725,INV-202311-00220,2023-11-18,2424.0,1350,1,270.69,270.69,pood,Pärnu,kaart,168.14,Soe nahkne platvormi kontsad,jalanõusid,270.69,168.14,102.55,37.88
3726,INV-202311-00221,2023-11-10,,1209,1,252.1,252.1,pood,Pärnu,sularaha,172.03,Soe sünteetiline sandaalid,jalanõusid,252.1,172.03,80.07,31.76
3727,INV-202311-00222,2023-11-07,3970.0,1112,1,242.43,242.43,pood,Tartu,kaart,147.23,Sportlik polüester püksid,meeste_riided,242.43,147.23,95.2,39.27
3728,INV-202311-00223,2023-11-04,3405.0,1196,1,32.93,32.93,pood,Tallinn,järelmaks,22.43,Klassikaline satiinne mantelpaltoo,naiste_riided,32.93,22.43,10.5,31.89
3729,INV-202311-00224,2023-11-04,3784.0,1204,4,63.95,255.8,online,,sularaha,40.78,Stiilne villane kontsakingad,jalanõusid,255.8,163.12,92.68,36.23
3730,INV-202311-00225,2023-11-07,4990.0,1215,2,160.91,321.82,online,,sularaha,102.31,Praktiline polüester casual särk,meeste_riided,321.82,204.62,117.2,36.42
3731,INV-202311-00226,2023-11-08,3937.0,1014,1,147.58,147.58,online,,sularaha,86.91,Mugav kangast sandaalid,jalanõusid,147.58,86.91,60.67,41.11
3732,INV-202311-00227,2023-11-14,4857.0,1128,2,274.5,549.0,pood,Tallinn,sularaha,184.73,Luksuslik polüester V-kaelusega kampsun,meeste_riided,549.0,369.46,179.54,32.7
3733,INV-202311-00228,2023-11-30,2844.0,1005,5,198.29,991.45,pood,Tallinn,sularaha,135.7,Mugav tweed kardigan,meeste_riided,991.45,678.5,312.95,31.56
3734,INV-202311-00229,2023-11-11,,1113,3,86.46,259.38,online,,kaart,52.42,Moodne trikoo koolikomplekt,laste_riided,259.38,157.26,102.12,39.37
3735,INV-202311-00230,2023-11-04,4749.0,1069,1,402.62,402.62,pood,Tartu,sularaha,242.9,Klassikaline seemisnahkne jooksutossud,jalanõusid,402.62,242.9,159.72,39.67
3736,INV-202311-00231,2023-11-13,4794.0,1259,2,229.55,459.1,online,,järelmaks,143.56,Elegantne džersii cargo püksid,naiste_riided,459.1,287.12,171.98,37.46
3737,INV-202311-00232,2023-11-06,4739.0,1017,2,153.62,307.24,pood,Tallinn,järelmaks,108.74,Praktiline seemisnahkne saapad,jalanõusid,307.24,217.48,89.76,29.21
3738,INV-202311-00233,2023-11-22,2184.0,1250,2,265.2,530.4,pood,Tallinn,kaart,174.06,Sportlik linane jakk,naiste_riided,530.4,348.12,182.28,34.37
3739,INV-202311-00234,2023-11-28,3233.0,1266,2,73.18,146.36,pood,Pärnu,sularaha,45.64,Elegantne kangast platvorm sandaalid,jalanõusid,146.36,91.28,55.08,37.63
3740,INV-202311-00235,2023-11-29,3695.0,1154,2,190.81,381.62,pood,Tallinn,sularaha,119.91,Praktiline nahkne nahk sandaalid,jalanõusid,381.62,239.82,141.8,37.16
3741,INV-202311-00236,2023-11-13,3865.0,1174,1,150.11,150.11,pood,Tartu,järelmaks,103.46,Mugav viskoosne plisseeseelik,naiste_riided,150.11,103.46,46.65,31.08
3742,INV-202311-00237,2023-11-21,4659.0,1296,1,301.97,301.97,online,,järelmaks,181.98,Kerge džersii pluus,naiste_riided,301.97,181.98,119.99,39.74
3743,INV-202311-00238,2023-11-10,,1171,4,351.62,1406.48,pood,Tartu,sularaha,217.34,Sportlik džersii ülikond,meeste_riided,1406.48,869.36,537.12,38.19
3745,INV-202311-00240,2023-11-05,2564.0,1048,2,16.37,32.74,pood,Tallinn,kaart,10.15,Soe siidine kaelakee,aksessuaarid,32.74,20.3,12.44,38.0
3746,INV-202311-00241,2023-11-13,4018.0,1279,2,66.21,132.42,pood,Tartu,sularaha,44.52,Luksuslik orgaaniline dressikomplekt,laste_riided,132.42,89.04,43.38,32.76
3747,INV-202311-00242,2023-11-13,2402.0,1138,3,130.73,392.19,pood,Pärnu,sularaha,83.37,Vintage orgaaniline body,laste_riided,392.19,250.11,142.08,36.23
3748,INV-202311-00243,2023-11-13,4876.0,1198,1,291.72,291.72,online,,sularaha,186.77,Õhuline sünteetiline kõrge kontsaga kingad,jalanõusid,291.72,186.77,104.95,35.98
3749,INV-202311-00244,2023-11-27,3504.0,1195,1,339.21,339.21,online,,järelmaks,218.09,Boheemlaslik villane tennised,jalanõusid,339.21,218.09,121.12,35.71
3750,INV-202311-00245,2023-11-21,4497.0,1053,2,113.86,227.72,online,,järelmaks,67.9,Trendikas villane nahkkindad,aksessuaarid,227.72,135.8,91.92,40.37
3751,INV-202311-00246,2023-11-27,2154.0,1055,2,65.6,131.2,pood,Tartu,sularaha,41.58,Elegantne puust kootud müts,aksessuaarid,131.2,83.16,48.04,36.62
3753,INV-202311-00248,2023-11-02,3656.0,1231,3,72.6,217.8,online,,järelmaks,43.77,Praktiline trikoo püksid,laste_riided,217.8,131.31,86.49,39.71
3754,INV-202311-00249,2023-11-04,,1092,5,144.2,721.0,pood,Pärnu,sularaha,89.91,Mugav flanellne parka,meeste_riided,721.0,449.55,271.45,37.65
3755,INV-202311-00250,2023-11-15,3852.0,1026,2,166.27,332.54,pood,Tallinn,järelmaks,107.22,Vintage siidine skaterkleit,naiste_riided,332.54,214.44,118.1,35.51
3756,INV-202311-00251,2023-11-27,3728.0,1230,2,55.04,110.08,online,,sularaha,34.21,Minimalistlik villane pühapäevakleit,laste_riided,110.08,68.42,41.66,37.85
3757,INV-202311-00252,2023-11-24,2291.0,1025,2,122.07,244.14,pood,Tallinn,sularaha,78.03,Moodne metallist rätik,aksessuaarid,244.14,156.06,88.08,36.08
3758,INV-202311-00253,2023-11-18,4124.0,1007,1,60.37,60.37,online,,kaart,37.36,Soe viskoosne skaterkleit,naiste_riided,60.37,37.36,23.01,38.11
3759,INV-202311-00254,2023-11-03,2792.0,1265,2,269.85,539.7,pood,Tallinn,sularaha,181.16,Soe flanellne chino püksid,meeste_riided,539.7,362.32,177.38,32.87
3760,INV-202311-00255,2023-11-26,2299.0,1253,1,253.8,253.8,pood,Tallinn,sularaha,163.16,Klassikaline kangast platvormi kontsad,jalanõusid,253.8,163.16,90.64,35.71
3761,INV-202311-00256,2023-11-06,4206.0,1223,2,319.98,639.96,pood,Pärnu,kaart,192.81,Praktiline kangast kõrge kontsaga kingad,jalanõusid,639.96,385.62,254.34,39.74
3762,INV-202311-00257,2023-11-07,2143.0,1033,1,221.42,221.42,pood,Tallinn,järelmaks,149.36,Moodne seemisnahkne oxfordid,jalanõusid,221.42,149.36,72.06,32.54
3763,INV-202311-00258,2023-11-18,4534.0,1070,1,139.74,139.74,pood,Tallinn,sularaha,96.46,Trendikas džersii miniseelik,naiste_riided,139.74,96.46,43.28,30.97
3764,INV-202311-00259,2023-11-21,2221.0,1271,1,130.02,130.02,pood,Tallinn,sularaha,88.09,Mugav puuvillane suvekleit,laste_riided,130.02,88.09,41.93,32.25
3765,INV-202311-00260,2023-11-07,,1268,1,110.53,110.53,pood,Tallinn,kaart,71.35,Kerge teksane slim-fit ülikond,meeste_riided,110.53,71.35,39.18,35.45
3766,INV-202311-00261,2023-11-25,2130.0,1140,1,106.69,106.69,pood,Pärnu,sularaha,63.58,Moodne flanellne triiksärk,meeste_riided,106.69,63.58,43.11,40.41
3767,INV-202311-00262,2023-11-28,4394.0,1009,2,332.55,665.1,pood,Tallinn,järelmaks,206.74,Praktiline merino villane parka,meeste_riided,665.1,413.48,251.62,37.83
3768,INV-202311-00263,2023-11-02,2156.0,1287,3,114.8,-344.4,online,,sularaha,72.82,Stiilne fliisist komplekt,laste_riided,-344.4,218.46,-562.86,163.43
3769,INV-202311-00264,2023-11-28,4345.0,1155,2,209.05,418.1,online,,kaart,148.43,Stiilne kashmiir jakk,naiste_riided,418.1,296.86,121.24,29.0
3770,INV-202311-00265,2023-11-23,3722.0,1024,2,117.05,234.1,online,,järelmaks,76.35,Trendikas kangast nokamüts,aksessuaarid,234.1,152.7,81.4,34.77
3771,INV-202311-00266,2023-11-04,4604.0,1130,2,98.68,197.36,pood,Pärnu,järelmaks,69.24,Stiilne puuvillane mantelpaltoo,laste_riided,197.36,138.48,58.88,29.83
3772,INV-202311-00267,2023-11-15,,1161,2,121.98,243.96,pood,Pärnu,kaart,81.53,Luksuslik keraamiline seljakott,aksessuaarid,243.96,163.06,80.9,33.16
3773,INV-202311-00268,2023-11-20,2370.0,1225,1,116.87,116.87,online,,kaart,75.66,Moodne kangast derbyd,jalanõusid,116.87,75.66,41.21,35.26
3774,INV-202311-00269,2023-11-19,4683.0,1227,3,120.17,360.51,online,,sularaha,77.08,Mugav kangast tennised,jalanõusid,360.51,231.24,129.27,35.86
3775,INV-202311-00270,2023-11-21,4907.0,1290,2,105.23,210.46,online,,kaart,72.64,Soe trikoo pühapäevakleit,laste_riided,210.46,145.28,65.18,30.97
3776,INV-202311-00271,2023-11-26,2409.0,1008,1,280.13,280.13,online,,järelmaks,167.26,Minimalistlik nahkne platvormi kontsad,jalanõusid,280.13,167.26,112.87,40.29
3777,INV-202311-00272,2023-11-06,2678.0,1171,3,351.62,1054.86,pood,Tartu,järelmaks,217.34,Sportlik džersii ülikond,meeste_riided,1054.86,652.02,402.84,38.19
3778,INV-202311-00273,2023-11-26,3350.0,1091,4,199.8,799.2,pood,Pärnu,kaart,123.19,Õhuline villane sõrmus,aksessuaarid,799.2,492.76,306.44,38.34
3779,INV-202311-00274,2023-11-25,3699.0,1152,3,107.67,323.01,pood,Tallinn,järelmaks,65.22,Vintage teksane chino püksid,meeste_riided,323.01,195.66,127.35,39.43
3780,INV-202311-00275,2023-11-27,2469.0,1184,2,86.14,172.28,online,,sularaha,59.8,Sportlik puuvillane chino püksid,laste_riided,172.28,119.6,52.68,30.58
3781,INV-202311-00276,2023-11-13,3460.0,1073,2,123.82,247.64,pood,Tallinn,järelmaks,78.52,Luksuslik džersii chino püksid,meeste_riided,247.64,157.04,90.6,36.59
3783,INV-202311-00278,2023-11-22,2869.0,1328,3,274.87,824.61,online,,sularaha,165.23,Õhuline goretex kingad,jalanõusid,824.61,495.69,328.92,39.89
3784,INV-202311-00279,2023-11-16,2308.0,1265,1,269.85,269.85,pood,Tallinn,järelmaks,181.16,Soe flanellne chino püksid,meeste_riided,269.85,181.16,88.69,32.87
3785,INV-202311-00280,2023-11-09,4542.0,1048,1,16.37,16.37,online,,sularaha,10.15,Soe siidine kaelakee,aksessuaarid,16.37,10.15,6.22,38.0
3786,INV-202311-00281,2023-11-25,2418.0,1264,1,221.19,221.19,pood,Tallinn,kaart,141.9,Mugav goretex platvormi kontsad,jalanõusid,221.19,141.9,79.29,35.85
3787,INV-202311-00282,2023-11-04,2653.0,1330,4,167.23,668.92,pood,Tartu,järelmaks,106.54,Trendikas trikoo chino püksid,laste_riided,668.92,426.16,242.76,36.29
3788,INV-202311-00283,2023-11-19,2548.0,1189,2,58.49,116.98,pood,Tartu,kaart,36.3,Luksuslik nahkne madalad kontsad,jalanõusid,116.98,72.6,44.38,37.94
3789,INV-202311-00284,2023-11-06,2338.0,1312,1,243.93,243.93,pood,Tallinn,sularaha,152.67,Soe polüester smokingüklikond,meeste_riided,243.93,152.67,91.26,37.41
3790,INV-202311-00285,2023-11-23,3317.0,1257,3,81.48,244.44,online,,kaart,51.79,Õhuline kangast nahk sandaalid,jalanõusid,244.44,155.37,89.07,36.44
3791,INV-202311-00286,2023-11-29,4701.0,1343,3,63.87,191.61,pood,Tallinn,järelmaks,44.01,Boheemlaslik softshell komplekt,laste_riided,191.61,132.03,59.58,31.09
3792,INV-202311-00287,2023-11-07,2311.0,1121,1,196.91,196.91,pood,Pärnu,kaart,119.54,Sportlik džersii püksid,meeste_riided,196.91,119.54,77.37,39.29
3793,INV-202311-00288,2023-11-18,4681.0,1153,1,79.59,79.59,pood,Tallinn,sularaha,48.21,Soe teksane smokingüklikond,meeste_riided,79.59,48.21,31.38,39.43
3794,INV-202311-00289,2023-11-03,3845.0,1242,2,203.39,406.78,online,,sularaha,126.05,Boheemlaslik villane barett,aksessuaarid,406.78,252.1,154.68,38.03
3795,INV-202311-00290,2023-11-12,3112.0,1302,1,54.95,54.95,online,,sularaha,36.03,Kerge puuvillane chino püksid,laste_riided,54.95,36.03,18.92,34.43
3796,INV-202311-00291,2023-11-07,3018.0,1084,4,156.13,624.52,pood,Tallinn,kaart,98.37,Õhuline nahkne elastne vöö,aksessuaarid,624.52,393.48,231.04,36.99
3797,INV-202311-00292,2023-11-01,3355.0,1153,1,79.59,79.59,pood,Pärnu,järelmaks,48.21,Soe teksane smokingüklikond,meeste_riided,79.59,48.21,31.38,39.43
3798,INV-202311-00293,2023-11-03,4552.0,1264,5,221.19,1105.95,pood,Tallinn,järelmaks,141.9,Mugav goretex platvormi kontsad,jalanõusid,1105.95,709.5,396.45,35.85
3799,INV-202311-00294,2023-11-16,3207.0,1173,1,168.82,168.82,pood,Tartu,sularaha,105.43,Vintage fliisist koolikomplekt,laste_riided,168.82,105.43,63.39,37.55
3801,INV-202311-00296,2023-11-24,2304.0,1342,3,208.11,624.33,pood,Tartu,järelmaks,131.66,Klassikaline flanellne cargo püksid,meeste_riided,624.33,394.98,229.35,36.74
3802,INV-202311-00297,2023-11-22,4041.0,1047,2,155.84,311.68,pood,Tartu,sularaha,94.85,Elegantne keraamiline rahakott,aksessuaarid,311.68,189.7,121.98,39.14
3803,INV-202311-00298,2023-11-27,,1024,1,117.05,117.05,online,,järelmaks,76.35,Trendikas kangast nokamüts,aksessuaarid,117.05,76.35,40.7,34.77
3805,INV-202311-00300,2023-11-22,2889.0,1069,5,402.62,2013.1,pood,Tartu,kaart,242.9,Klassikaline seemisnahkne jooksutossud,jalanõusid,2013.1,1214.5,798.6,39.67
3806,INV-202311-00301,2023-11-07,3649.0,1016,1,54.81,54.81,online,,kaart,36.6,Luksuslik trikoo slim-fit püksid,laste_riided,54.81,36.6,18.21,33.22
3807,INV-202311-00302,2023-11-13,3563.0,1074,2,65.0,130.0,pood,Tallinn,kaart,44.94,Vintage seemisnahkne jooksutossud,jalanõusid,130.0,89.88,40.12,30.86
3808,INV-202311-00303,2023-11-18,3300.0,1265,2,269.85,539.7,pood,Pärnu,sularaha,181.16,Soe flanellne chino püksid,meeste_riided,539.7,362.32,177.38,32.87
3809,INV-202311-00304,2023-11-19,3605.0,1347,1,246.97,246.97,pood,Tallinn,kaart,148.73,Minimalistlik džersii polo särk,meeste_riided,246.97,148.73,98.24,39.78
3810,INV-202311-00305,2023-11-05,2726.0,1114,1,74.7,74.7,online,,sularaha,52.97,Luksuslik villane saapad,jalanõusid,74.7,52.97,21.73,29.09
3811,INV-202311-00306,2023-11-08,2154.0,1256,2,296.4,592.8,online,,järelmaks,176.78,Klassikaline puuvillane skaterkleit,naiste_riided,592.8,353.56,239.24,40.36
3812,INV-202311-00307,2023-11-18,,1167,1,270.99,270.99,pood,Tartu,kaart,170.94,Moodne tweed smokingüklikond,meeste_riided,270.99,170.94,100.05,36.92
3813,INV-202311-00308,2023-11-13,4847.0,1009,2,332.55,665.1,pood,Tallinn,kaart,206.74,Praktiline merino villane parka,meeste_riided,665.1,413.48,251.62,37.83
3814,INV-202311-00309,2023-11-08,4308.0,1249,1,73.9,73.9,online,,kaart,50.59,Trendikas puuvillane body,laste_riided,73.9,50.59,23.31,31.54
3815,INV-202311-00310,2023-11-21,3014.0,1098,1,147.92,147.92,pood,Tallinn,kaart,97.13,Minimalistlik fliisist slim-fit püksid,laste_riided,147.92,97.13,50.79,34.34
3816,INV-202311-00311,2023-11-04,4404.0,1107,1,279.43,279.43,pood,Tallinn,sularaha,196.64,Praktiline polüester ülikond,meeste_riided,279.43,196.64,82.79,29.63
3817,INV-202311-00312,2023-11-04,3772.0,1196,1,32.93,32.93,online,,järelmaks,22.43,Klassikaline satiinne mantelpaltoo,naiste_riided,32.93,22.43,10.5,31.89
3818,INV-202311-00313,2023-11-09,4696.0,1328,2,274.87,549.74,pood,Tartu,järelmaks,165.23,Õhuline goretex kingad,jalanõusid,549.74,330.46,219.28,39.89
3819,INV-202311-00314,2023-11-09,4355.0,1108,3,371.05,1113.15,online,,järelmaks,223.83,Trendikas goretex oxfordid,jalanõusid,1113.15,671.49,441.66,39.68
3820,INV-202311-00315,2023-11-25,,1189,2,58.49,116.98,pood,Tallinn,järelmaks,36.3,Luksuslik nahkne madalad kontsad,jalanõusid,116.98,72.6,44.38,37.94
3821,INV-202311-00316,2023-11-23,,1267,2,66.88,133.76,online,,järelmaks,40.57,Minimalistlik keraamiline sall,aksessuaarid,133.76,81.14,52.62,39.34
3822,INV-202311-00317,2023-11-14,2966.0,1001,1,157.49,157.49,pood,Tallinn,sularaha,99.21,Praktiline seemisnahkne tennised,jalanõusid,157.49,99.21,58.28,37.01
3823,INV-202311-00318,2023-11-25,4396.0,1008,2,280.13,560.26,pood,Pärnu,järelmaks,167.26,Minimalistlik nahkne platvormi kontsad,jalanõusid,560.26,334.52,225.74,40.29
3824,INV-202311-00319,2023-11-26,2177.0,1037,1,141.05,141.05,online,,kaart,91.35,Stiilne nahkne derbyd,jalanõusid,141.05,91.35,49.7,35.24
3825,INV-202311-00320,2023-11-08,,1318,3,218.42,655.26,pood,Tallinn,kaart,135.24,Elegantne flanellne cargo püksid,meeste_riided,655.26,405.72,249.54,38.08
3826,INV-202311-00321,2023-11-21,2997.0,1010,1,186.77,186.77,online,,järelmaks,186.77,Klassikaline puust nahkvöö,aksessuaarid,186.77,186.77,0.0,0.0
3827,INV-202311-00322,2023-11-12,3198.0,1201,1,147.16,147.16,online,,kaart,91.71,Moodne keraamiline sall,aksessuaarid,147.16,91.71,55.45,37.68
3828,INV-202311-00323,2023-11-19,,1030,4,112.68,450.72,pood,Tallinn,järelmaks,68.58,Minimalistlik softshell cargo püksid,laste_riided,450.72,274.32,176.4,39.14
3829,INV-202311-00324,2023-11-24,3869.0,1136,4,94.25,377.0,online,,sularaha,59.06,Trendikas villane tuulejope,laste_riided,377.0,236.24,140.76,37.34
3830,INV-202311-00325,2023-11-28,4206.0,1311,2,153.11,306.22,pood,Tartu,sularaha,107.66,Minimalistlik puust kootud müts,aksessuaarid,306.22,215.32,90.9,29.68
3831,INV-202311-00326,2023-11-20,,1158,2,70.01,140.02,online,,järelmaks,42.44,Praktiline flanellne linane särk,meeste_riided,140.02,84.88,55.14,39.38
3832,INV-202311-00327,2023-11-20,2730.0,1165,1,47.38,47.38,online,,kaart,28.46,Õhuline softshell dressikomplekt,laste_riided,47.38,28.46,18.92,39.93
3833,INV-202311-00328,2023-11-19,3850.0,1343,2,63.87,127.74,pood,Tallinn,sularaha,44.01,Boheemlaslik softshell komplekt,laste_riided,127.74,88.02,39.72,31.09
3834,INV-202312-00001,2023-12-02,2716.0,1044,1,83.23,83.23,pood,Tartu,sularaha,49.0,Moodne kashmiir seelik,naiste_riided,83.23,49.0,34.23,41.13
3835,INV-202312-00002,2023-12-15,2795.0,1172,3,141.62,424.86,pood,Tartu,järelmaks,96.01,Moodne orgaaniline skaterkleit,laste_riided,424.86,288.03,136.83,32.21
3836,INV-202312-00003,2023-12-10,4454.0,1156,1,221.89,221.89,pood,Tallinn,järelmaks,130.81,Sportlik puuvillane slim-fit püksid,naiste_riided,221.89,130.81,91.08,41.05
3837,INV-202312-00004,2023-12-19,4178.0,1177,4,135.99,543.96,online,,kaart,87.88,Minimalistlik linane tuunika,naiste_riided,543.96,351.52,192.44,35.38
3838,INV-202312-00005,2023-12-27,2867.0,1197,2,152.85,305.7,pood,Tallinn,sularaha,108.35,Sportlik softshell sukkpüksid,laste_riided,305.7,216.7,89.0,29.11
3839,INV-202312-00006,2023-12-24,3153.0,1058,1,302.86,302.86,pood,Tallinn,sularaha,216.32,Õhuline sünteetiline rannasandaalid,jalanõusid,302.86,216.32,86.54,28.57
3840,INV-202312-00007,2023-12-13,4308.0,1285,4,123.64,494.56,pood,Tallinn,kaart,73.88,Praktiline puuvillane teksapüksid,laste_riided,494.56,295.52,199.04,40.25
3841,INV-202312-00008,2023-12-20,3127.0,1245,2,228.81,457.62,online,,sularaha,154.84,Trendikas nahkne oxfordid,jalanõusid,457.62,309.68,147.94,32.33
3842,INV-202312-00009,2023-12-10,4638.0,1201,1,179.71,147.16,online,,kaart,91.71,Moodne keraamiline sall,aksessuaarid,147.16,91.71,55.45,37.68
3843,INV-202312-00010,2023-12-31,2187.0,1166,2,205.0,410.0,pood,Tallinn,järelmaks,136.45,Õhuline flanellne smokingüklikond,meeste_riided,410.0,272.9,137.1,33.44
3844,INV-202312-00011,2023-12-21,,1007,1,60.37,60.37,pood,Tartu,sularaha,37.36,Soe viskoosne skaterkleit,naiste_riided,60.37,37.36,23.01,38.11
3845,INV-202312-00012,2023-12-08,2828.0,1271,4,130.02,520.08,online,,sularaha,88.09,Mugav puuvillane suvekleit,laste_riided,520.08,352.36,167.72,32.25
3846,INV-202312-00013,2023-12-04,3642.0,1205,1,96.5,96.5,pood,Tartu,sularaha,56.94,Sportlik puuvillane smokingüklikond,meeste_riided,96.5,56.94,39.56,40.99
3847,INV-202312-00014,2023-12-28,3350.0,1110,1,151.08,151.08,online,,järelmaks,151.08,Moodne polüester slim-fit särk,meeste_riided,151.08,151.08,0.0,0.0
3848,INV-202312-00015,2023-12-14,3003.0,1062,2,149.55,299.1,pood,Pärnu,kaart,99.5,Luksuslik keraamiline elastne vöö,aksessuaarid,299.1,199.0,100.1,33.47
3849,INV-202312-00016,2023-12-12,3722.0,1195,1,339.21,339.21,pood,Tallinn,sularaha,218.09,Boheemlaslik villane tennised,jalanõusid,339.21,218.09,121.12,35.71
3850,INV-202312-00017,2023-12-03,3122.0,1259,3,229.55,688.65,online,,sularaha,143.56,Elegantne džersii cargo püksid,naiste_riided,688.65,430.68,257.97,37.46
3851,INV-202312-00018,2023-12-19,3448.0,1093,1,271.35,271.35,online,,sularaha,174.78,Vintage villane rannasandaalid,jalanõusid,271.35,174.78,96.57,35.59
3852,INV-202312-00019,2023-12-13,2629.0,1229,2,210.76,421.52,pood,Tallinn,järelmaks,138.05,Soe puuvillane teksapüksid,naiste_riided,421.52,276.1,145.42,34.5
3853,INV-202312-00020,2023-12-15,3843.0,1103,1,173.62,173.62,pood,Tartu,kaart,112.53,Elegantne siidine müts,aksessuaarid,173.62,112.53,61.09,35.19
3854,INV-202312-00021,2023-12-26,4973.0,1240,1,356.57,356.57,online,,kaart,237.31,Õhuline tweed püksid,meeste_riided,356.57,237.31,119.26,33.45
3855,INV-202312-00022,2023-12-21,4184.0,1104,1,191.48,191.48,pood,Tallinn,järelmaks,117.01,Vintage kangast vöö,aksessuaarid,191.48,117.01,74.47,38.89
3856,INV-202312-00023,2023-12-31,2392.0,1023,1,38.7,38.7,pood,Tallinn,kaart,27.36,Praktiline puuvillane sukkpüksid,laste_riided,38.7,27.36,11.34,29.3
3857,INV-202312-00024,2023-12-30,,1207,2,241.13,482.26,pood,Tallinn,sularaha,170.1,Õhuline seemisnahkne rannasandaalid,jalanõusid,482.26,340.2,142.06,29.46
3858,INV-202312-00025,2023-12-16,3882.0,1038,1,329.99,329.99,pood,Tallinn,sularaha,196.94,Õhuline nahkne sporditossud,jalanõusid,329.99,196.94,133.05,40.32
3859,INV-202312-00026,2023-12-16,3246.0,1120,1,206.34,206.34,pood,Tallinn,kaart,143.23,Soe seemisnahkne jooksutossud,jalanõusid,206.34,143.23,63.11,30.59
3860,INV-202312-00027,2023-12-22,2757.0,1148,1,48.85,48.85,pood,Tartu,järelmaks,32.65,Luksuslik tweed linane särk,meeste_riided,48.85,32.65,16.2,33.16
3861,INV-202312-00028,2023-12-03,4523.0,1181,1,142.57,142.57,pood,Tartu,sularaha,85.21,Sportlik linane bleiser,meeste_riided,142.57,85.21,57.36,40.23
3862,INV-202312-00029,2023-12-02,4512.0,1082,5,100.93,504.65,pood,Tallinn,järelmaks,71.58,Boheemlaslik polüester casual särk,meeste_riided,504.65,357.9,146.75,29.08
3863,INV-202312-00030,2023-12-10,2785.0,1273,2,274.37,548.74,pood,Tallinn,sularaha,194.73,Trendikas puuvillane skaterkleit,naiste_riided,548.74,389.46,159.28,29.03
3864,INV-202312-00031,2023-12-12,2143.0,1148,1,48.85,48.85,pood,Tallinn,järelmaks,32.65,Luksuslik tweed linane särk,meeste_riided,48.85,32.65,16.2,33.16
3865,INV-202312-00032,2023-12-11,,1338,2,282.29,564.58,pood,Tallinn,kaart,195.5,Sportlik kangast tennised,jalanõusid,564.58,391.0,173.58,30.74
3866,INV-202312-00033,2023-12-16,4018.0,1297,2,104.27,208.54,pood,Tartu,kaart,68.96,Trendikas trikoo skaterkleit,laste_riided,208.54,137.92,70.62,33.86
3867,INV-202312-00034,2023-12-26,2850.0,1232,1,194.57,194.57,pood,Tallinn,järelmaks,118.71,Kerge metallist labakindad,aksessuaarid,194.57,118.71,75.86,38.99
